arrivalRate,brownoutMethod,discipline,outDir,relativeDeviation,seed,timeNmu,timeNsigma,timeYmu,timeYsigma,optionalRatio,rtAvg,rtMax,rtP95,rtP99,rtP999,utilization
7,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0007,1,3,0.00067,6.7e-06,0.07,0.0007,0.972058823529,0.117691670999,0.282254197888,0.22931180278,0.269086903777,0.282179383704,0.502682037838
8,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0008,1,3,0.00067,6.7e-06,0.07,0.0007,0.949868073879,0.121977993032,0.285233200835,0.234319078264,0.270296443106,0.284742214664,0.550541859365
9,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0009,1,3,0.00067,6.7e-06,0.07,0.0007,0.907910271547,0.118013296282,0.28168162505,0.229139712387,0.254970120078,0.270995759213,0.591716315083
10,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0010,1,3,0.00067,6.7e-06,0.07,0.0007,0.871767241379,0.114801589045,0.279325556414,0.199495858355,0.235577672309,0.271189903629,0.622452507823
20,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0020,1,3,0.00067,6.7e-06,0.07,0.0007,0.610104338276,0.107131379034,0.232738847852,0.205547525417,0.218990952122,0.231057671337,0.867559866008
30,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0030,1,3,0.00067,6.7e-06,0.07,0.0007,0.442841287458,0.0912467537421,0.230731802809,0.203557331986,0.215782540053,0.228578944575,0.942312472901
40,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0040,1,3,0.00067,6.7e-06,0.07,0.0007,0.335170893054,0.076159887067,0.229685769317,0.201959816169,0.215764634619,0.223541760334,0.963846558835
50,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0050,1,3,0.00067,6.7e-06,0.07,0.0007,0.270198675497,0.0666906857774,0.244470314756,0.198322909401,0.214340868749,0.232073110871,0.974485564589
60,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0060,1,3,0.00067,6.7e-06,0.07,0.0007,0.224727407134,0.0603927249048,0.243372382371,0.198511910137,0.215987119088,0.224702067148,0.977602516411
70,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0070,1,3,0.00067,6.7e-06,0.07,0.0007,0.19075418113,0.0552162733557,0.24055544537,0.194546106922,0.214174046129,0.227898964006,0.98060361299
