arrivalRate,rtAvg,rt95,rt99,rtMax,optionalRatio,utilization
1,0.0723192413904,0.0981692282306,0.137783575621,0.194985877733,1.0,0.0671627316357
2,0.0762011414278,0.125728572887,0.161591425873,0.237887419464,1.0,0.138485942711
3,0.0797856883146,0.13827184114,0.183998227548,0.2608400792,1.0,0.206840588102
4,0.0841766167935,0.148117104668,0.205159833309,0.291587884157,1.0,0.277724016535
5,0.090251012361,0.170541336751,0.244630841077,0.425668897904,1.0,0.346162113312
6,0.0965623456125,0.194442454497,0.274623551056,0.458503625945,0.999832635983,0.416301453872
7,0.104811103718,0.219412574552,0.316482686988,0.495244127863,0.999712313003,0.484981662928
8,0.115027551022,0.251655216539,0.355012687013,0.506192180131,0.998997619346,0.556496097437
9,0.128804881332,0.292490653098,0.395347749893,0.51807370577,0.997995099131,0.625636881038
10,0.147489962206,0.340574368683,0.43322111962,0.529999997388,0.993401979406,0.69359115733
11,0.168413186352,0.379000713753,0.445120038657,0.534990863287,0.983404759734,0.753874305152
12,0.190391978572,0.400435747046,0.45447240129,0.528652086861,0.968423690586,0.811022218129
13,0.210968621541,0.407520111025,0.459639251098,0.538322790796,0.942725527831,0.859291543007
14,0.228021775956,0.416548613692,0.464358824959,0.551768510258,0.911785663389,0.895613862517
15,0.240075583938,0.418223575356,0.470438032139,0.530073538242,0.874210071177,0.920991391771
16,0.241794413646,0.413590246499,0.468018347084,0.532943222434,0.832056790585,0.936943597256
17,0.239636068561,0.411410735673,0.463111529854,0.544791480533,0.79152213534,0.944157676588
18,0.231117405231,0.403471785762,0.454614325394,0.525759898399,0.751958659777,0.949835418364
19,0.222211994418,0.391194087634,0.448039389668,0.522714969234,0.716276859722,0.952480662748
20,0.214579659906,0.385064721858,0.443272328683,0.522074964745,0.680976979788,0.953730591546
21,0.204903698403,0.362635960706,0.417352434148,0.508157169638,0.648367385908,0.955466351535
22,0.193188195768,0.343599170953,0.40469076631,0.512082479483,0.617550723319,0.955404589386
23,0.18320809659,0.326210072833,0.394927368774,0.4809933351,0.589962162397,0.956082316284
24,0.174365865161,0.307716248772,0.375106030034,0.51493541728,0.564686771076,0.956343147961
25,0.165012739668,0.288983947369,0.360053584729,0.484280937742,0.542277203939,0.955528062149
26,0.157835742393,0.275105136742,0.350033408779,0.489734201525,0.521687165054,0.956001835993
27,0.153559309148,0.269676111747,0.344476823921,0.471693497497,0.501893939394,0.955882943465
28,0.143662940341,0.250129813322,0.325652435176,0.481123712927,0.483462199313,0.954350175903
29,0.140085932413,0.247351974612,0.312610006124,0.485444597294,0.466754307064,0.953459199231
30,0.132855760818,0.23090260495,0.299113613736,0.480145416173,0.450802675585,0.953732982794
31,0.130833897089,0.227900275221,0.303031815662,0.491610136161,0.436236391913,0.95462692433
32,0.125793229671,0.219754782921,0.278536361306,0.488194979795,0.422270358511,0.952762506767
33,0.121060762743,0.209017858701,0.259240276636,0.480439871191,0.40899129482,0.95230374244
34,0.121832746088,0.214320318634,0.2684685072,0.492473245976,0.396648540017,0.954170445357
35,0.117502125239,0.205599649912,0.254669718553,0.503662344958,0.384767698798,0.953210178586
36,0.115499700036,0.199968958711,0.265661928067,0.478145176453,0.373535973229,0.952147109805
37,0.112103670426,0.194450452559,0.242915281432,0.486739066663,0.362882013179,0.952947455002
38,0.10953841733,0.189225218397,0.240769678312,0.502642831693,0.353417052214,0.952895162032
39,0.105764857308,0.185807900025,0.236697039631,0.510764658155,0.343537764972,0.951689436205
40,0.105686335751,0.183748871324,0.240865182183,0.498331191015,0.334713335842,0.95148006858
41,0.101508385013,0.177530200061,0.220906952794,0.489696177252,0.326650162994,0.949805581607
42,0.0998012325782,0.173625552289,0.219057050139,0.500364199262,0.318645284825,0.949203084784
43,0.0979998625382,0.170586211655,0.21748927605,0.504801143547,0.310686416523,0.951083452542
44,0.0946234569375,0.166940595051,0.211976523367,0.477860700402,0.303068324398,0.948695454855
45,0.0939673304877,0.16651354202,0.206033394894,0.481702160765,0.296439421015,0.949017074956
46,0.0919882734054,0.159544178488,0.19731470215,0.485376601112,0.289722689627,0.947909618891
47,0.0903350619471,0.158479921426,0.196516448521,0.488894682296,0.283451759267,0.948244136678
48,0.087908418182,0.154460059157,0.19302830178,0.492266176763,0.277259676845,0.948114385972
49,0.0890958713523,0.158016469324,0.206664196443,0.49906954089,0.27131273735,0.949276505797
