arrivalRate,rtAvg,rt95,rt99,rtMax,optionalRatio,utilization
1,0.0723192413904,0.0981692282306,0.137783575621,0.194985877733,1.0,0.0671627316357
2,0.0762011414278,0.125728572887,0.161591425873,0.237887419464,1.0,0.138485942711
3,0.0797856883146,0.13827184114,0.183998227548,0.2608400792,1.0,0.206840588102
4,0.0841766167935,0.148117104668,0.205159833309,0.291587884157,1.0,0.277724016535
5,0.090251012361,0.170541336751,0.244630841077,0.425668897904,1.0,0.346162113312
6,0.096250104145,0.19388764941,0.268535558963,0.458503625945,0.998828451883,0.415871262125
7,0.103574324325,0.215749809284,0.29570957544,0.448684217835,0.995972382048,0.483188272138
8,0.113248811133,0.243439212137,0.326166961344,0.436930842979,0.994361608821,0.553961719133
9,0.12524117212,0.276145364,0.348649555962,0.450473255876,0.989864112274,0.620569654138
10,0.139549650984,0.306846016663,0.375840024623,0.459918759591,0.978306508048,0.68308891791
11,0.152937159334,0.327536280828,0.391455411541,0.456462110526,0.960609100027,0.736582948232
12,0.164406815597,0.340566144953,0.394765201335,0.470014692972,0.93592849386,0.783782237189
13,0.17833707977,0.353375899716,0.404075263149,0.464202237183,0.907017813268,0.826848700676
14,0.189560792743,0.363782998333,0.41184740279,0.476689967809,0.872167592988,0.857163273474
15,0.198515614241,0.369650456035,0.413001600036,0.479566403121,0.838156056675,0.883098787018
16,0.204107673325,0.374459761939,0.415951456363,0.47731699596,0.797745812317,0.898372317653
17,0.209401341467,0.378107141693,0.421360607538,0.475530715519,0.762949026986,0.910602887298
18,0.210729917661,0.379309746496,0.419624847808,0.478231725612,0.727676835028,0.920151456011
19,0.212867632212,0.379533054142,0.419121119375,0.477619108023,0.694630695317,0.92550708432
20,0.211935186197,0.379051068222,0.421036764934,0.475910362245,0.660114331562,0.926961258751
21,0.213440483979,0.381730030555,0.420298730185,0.488069078902,0.630985915493,0.930898805138
22,0.211974238607,0.382196377489,0.41968172058,0.491830765318,0.60183836913,0.932310163997
23,0.211022087237,0.383876367066,0.419911208251,0.486234616777,0.574758632687,0.932133938809
24,0.209918759213,0.380893711017,0.419920518602,0.479097982178,0.551274575142,0.934810770754
25,0.209611851891,0.382482950697,0.420110333835,0.485985479952,0.531350096092,0.937415040812
26,0.210489240714,0.383834947993,0.423498679545,0.489302674992,0.513033083982,0.940833908727
27,0.209590029223,0.382837884645,0.419879274317,0.475520907946,0.493835412953,0.940775724068
28,0.209293081349,0.383551240368,0.422771401119,0.484832951959,0.477890364854,0.944543767954
29,0.208359419295,0.382943930824,0.420976288341,0.482146702342,0.462363359624,0.946230088229
30,0.207506637663,0.382202866717,0.420490753828,0.476974731864,0.448417742691,0.948955153829
31,0.206997352535,0.380808681961,0.419350874356,0.480798540349,0.433338733193,0.948001072098
32,0.206603092287,0.379695003372,0.418021616854,0.485585724468,0.421793060135,0.950538909007
33,0.206189407512,0.381290010647,0.419369530247,0.488918970384,0.40781663775,0.949348501263
34,0.206133618135,0.38119097158,0.418545232731,0.501979659473,0.395940436093,0.950452035247
35,0.204841780391,0.380319198369,0.417748032485,0.489575693184,0.384924392413,0.952191935439
36,0.20486746521,0.381589445374,0.420366745641,0.487033267624,0.375160372622,0.954800129229
37,0.204746571298,0.380777673444,0.418730678109,0.481305331832,0.364257627119,0.955202078199
38,0.204535103375,0.381777138104,0.420201973594,0.47982370733,0.355161929941,0.956405515706
39,0.203919970744,0.380768870983,0.420314486655,0.476109547892,0.346719835349,0.9594181371
40,0.202857251808,0.379750014849,0.418012027795,0.481882982085,0.338276623507,0.959883645889
41,0.202109445895,0.379218171551,0.418323170119,0.47087534995,0.329779150428,0.958362052496
42,0.20297117068,0.380702019478,0.418974941657,0.479103061723,0.322393776182,0.960690137969
43,0.202431645409,0.380193541614,0.418341407771,0.487938744773,0.31503200785,0.961335487889
44,0.201505203319,0.378737603179,0.416465166054,0.477923721378,0.306537707012,0.9607253866
45,0.201299187061,0.378957618779,0.417546173522,0.488503467426,0.301112501117,0.963607846893
46,0.201093964631,0.379202907999,0.418976334093,0.473798319926,0.294180657573,0.962660808533
47,0.201031617596,0.378320515479,0.418378233619,0.489773025971,0.288365224091,0.964611769986
48,0.20121631792,0.378838432577,0.417658897909,0.470776329407,0.282490256066,0.966138936097
49,0.200836353869,0.380517226686,0.420693365253,0.488598295884,0.276794513798,0.966929595688
