loadBalancingAlgorithm, numRequests, avgResponseTime, p95ResponseTime, p99ResponseTime, maxResponseTime, stddevResponseTime, serviceRate, arrivalRateFrac, s0 util, s1 util, s2 util, s3 util, s4 util, s5 util, s6 util, s7 util, s8 util, s9 util, s10 util, s11 util, s12 util, s13 util
SQF                 , 1200930, 3.3082, 15.7421, 44.3385, 184.4355, 8.4949, 1.0000, 0.8579, 0.8528, 0.8520, 0.8534, 0.8546, 0.8536, 0.8543, 0.8579, 0.8596, 0.8605, 0.8642, 0.8672, 0.8688, 0.8782, 0.8849
