arrivalRate,rtAvg,rt95,rt99,rtMax,optionalRatio,utilization
1,0.0728842958255,0.0977801516208,0.134831292863,0.17850150018,1.0,0.0677563549079
2,0.0763638144256,0.124486229079,0.163914646442,0.22079916532,1.0,0.139033883964
3,0.0801977630213,0.133908012911,0.18987686468,0.249794779156,1.0,0.208029913235
4,0.0845662324498,0.143037718992,0.203903752932,0.350987144006,1.0,0.278880610092
5,0.0905065579606,0.171486959152,0.244059243502,0.364789715204,1.0,0.347963600867
6,0.0965732414134,0.190075394471,0.27776757362,0.463681892258,1.0,0.418161133724
7,0.104507525057,0.212810629714,0.308318500648,0.547441621935,1.0,0.486635029909
8,0.115144205399,0.248132587518,0.358209597776,0.519407021678,0.99962406015,0.558461297508
9,0.12984159364,0.291739508502,0.402759488207,0.550065130768,0.99933169971,0.628087569406
10,0.149685612064,0.347396028898,0.455846173829,0.556453658599,0.995801259622,0.697330773309
11,0.174549138602,0.414150296712,0.508487774036,0.559053216226,0.988419804869,0.758930426098
12,0.19870652464,0.456595653851,0.524757634642,0.559716117644,0.972435683261,0.815229962496
13,0.222952510449,0.477064309201,0.534475113508,0.559876148091,0.944717444717,0.861803826846
14,0.245604696385,0.490240036977,0.538009961339,0.559712239058,0.913062067983,0.897787600158
15,0.267855113115,0.505105910718,0.543433388526,0.559680422646,0.871017095723,0.917920598406
16,0.281852098297,0.509377463993,0.543466196359,0.559957778028,0.825185277449,0.929424334077
17,0.28968621857,0.514098549745,0.545519246173,0.559874164057,0.787171497443,0.939676276537
18,0.292853719695,0.516108919386,0.547964041371,0.559997180361,0.750180585653,0.948129537074
19,0.295551930463,0.517256100502,0.548561054761,0.559984339464,0.715205913411,0.951842041093
20,0.294746556592,0.519188835225,0.549306145042,0.559990533466,0.67803581281,0.95060782336
21,0.29533075891,0.521199524677,0.548284989393,0.559987973465,0.648154338379,0.955060387565
22,0.294149652834,0.519944709051,0.548837202258,0.559984162846,0.615388115388,0.952467478625
23,0.29494214193,0.520372336181,0.548610727958,0.559997175888,0.590533368137,0.956494728159
24,0.294538036265,0.521919473048,0.549150849142,0.559989159932,0.566119490042,0.9582034716
25,0.293687227377,0.522055497913,0.550128701767,0.559914045305,0.544482703395,0.959582112057
26,0.291318901224,0.521647023231,0.549804872552,0.559983926005,0.52419323746,0.960001322899
27,0.290554516256,0.521145108279,0.548941485605,0.559997488326,0.505774443908,0.962319977282
28,0.29049455858,0.519665464455,0.548550071072,0.559927458876,0.487288742481,0.962276104741
29,0.289745191836,0.521579961264,0.549345092609,0.559998709494,0.471196761582,0.963633254277
30,0.290285831081,0.520854747961,0.548668785732,0.559919187834,0.455491252133,0.964094948071
31,0.28786730759,0.521474287929,0.548252906296,0.559977925917,0.440797148412,0.963787073895
32,0.286728043472,0.519783982987,0.547929306927,0.559934873548,0.427817896389,0.966054865924
33,0.286059806541,0.520647726905,0.548591306124,0.560449928556,0.413881278539,0.964676197426
34,0.286865766056,0.520459427034,0.548669088724,0.560025629602,0.403299237273,0.96849261964
35,0.286033838855,0.519217494095,0.54917547736,0.560510871674,0.39083890595,0.967504196067
36,0.284724556733,0.51834750037,0.547492590234,0.559979239726,0.379939209726,0.968666275467
37,0.285896278902,0.518820931278,0.548002475915,0.559972283274,0.369938434,0.970377406095
38,0.284807463105,0.518294485402,0.546938692533,0.559959250386,0.360705596107,0.970926155511
39,0.284443265454,0.5178740362,0.547589435592,0.55997692471,0.35085823104,0.97132868157
40,0.284524352663,0.517733372464,0.547636365547,0.560202935052,0.342160751042,0.971737089069
41,0.284099905908,0.517899005739,0.547653850039,0.55997346728,0.334142394822,0.97223338401
42,0.283781298091,0.518659568344,0.546735388695,0.55999587266,0.326853558689,0.97460403619
43,0.282905084147,0.517159910161,0.546937381689,0.559979476569,0.318849048665,0.974451779299
44,0.282699807831,0.517225968996,0.546359337728,0.560367704804,0.31109640314,0.974427594948
45,0.280961022148,0.5172854976,0.547201750549,0.55997919871,0.304747012175,0.975794945862
46,0.281053299526,0.515840412424,0.545887096287,0.559992715596,0.29805506993,0.976281092983
47,0.279773500951,0.515906780143,0.545833694041,0.559945634408,0.29146062124,0.975264206626
48,0.279824883998,0.515633946074,0.545426765442,0.559948831857,0.285543633163,0.976602140646
49,0.279786139282,0.515604117193,0.546132739988,0.559997347191,0.279550681781,0.976480135387
