loadBalancingAlgorithm, numRequests, avgResponseTime, p95ResponseTime, p99ResponseTime, maxResponseTime, stddevResponseTime, serviceRate, arrivalRateFrac, s0 util, s1 util, s2 util, s3 util, s4 util, s5 util, s6 util, s7 util, s8 util, s9 util, s10 util, s11 util, s12 util, s13 util
SQF                 , 1023739, 1.6624, 5.5974, 28.7487, 176.7681, 5.7259, 1.0000, 0.7316, 0.7171, 0.7229, 0.7237, 0.7217, 0.7233, 0.7245, 0.7256, 0.7325, 0.7285, 0.7350, 0.7423, 0.7481, 0.7541, 0.7736
