0.0002,0.2131
0.0098,0.22319
0.0212,0.23327
0.0331,0.24328
0.0452,0.25334
0.0572,0.26337
0.0689,0.27341
0.0807,0.28347
0.0918,0.29349
0.1031,0.30356
0.1136,0.31356
0.1239,0.32358
0.1342,0.33359
0.1439,0.3436
0.1531,0.35366
0.1621,0.3637
0.1713,0.37371
0.1801,0.3838
0.1884,0.39384
0.1963,0.40389
0.2038,0.41392
0.211,0.42403
0.2188,0.43414
0.2263,0.44427
0.2334,0.4543
0.2402,0.46434
0.2467,0.47436
0.253,0.4845
0.259,0.49456
0.2648,0.5047
0.2703,0.5147
0.2756,0.52472
0.2811,0.53481
0.2869,0.54496
0.2925,0.55512
0.2979,0.56529
0.3031,0.57544
0.3081,0.58554
0.3129,0.59559
0.3176,0.60576
0.3221,0.61583
0.3265,0.62601
0.3307,0.63605
0.3348,0.64616
0.3388,0.65633
0.3427,0.66657
0.3464,0.67658
0.35,0.68662
0.3535,0.69666
0.3569,0.70671
0.3602,0.71674
0.3638,0.72678
0.3676,0.73696
0.3713,0.74715
0.3749,0.75733
0.3784,0.7675
0.3818,0.77765
0.3851,0.78776
0.3883,0.79781
0.3915,0.80813
0.3946,0.81838
0.3976,0.82855
0.4005,0.83863
0.4034,0.84895
0.4062,0.85916
0.4089,0.86924
0.4116,0.87956
0.4142,0.88974
0.4167,0.89974
0.4192,0.90998
0.4216,0.92003
0.424,0.9303
0.4263,0.94036
0.4286,0.95064
0.4308,0.96068
0.433,0.97094
0.4351,0.98094
0.4372,0.99115
0.4393,1.0016
0.4413,1.0117
0.4433,1.022
0.4452,1.0321
0.4471,1.0423
0.449,1.0527
0.4508,1.0628
0.4526,1.073
0.4544,1.0835
0.4564,1.0937
0.4585,1.1038
0.4606,1.1142
0.4626,1.1242
0.4646,1.1344
0.4666,1.1448
0.4685,1.1548
0.4704,1.165
0.4723,1.1755
0.4741,1.1855
0.4759,1.1957
0.4777,1.2061
0.4794,1.2161
0.4811,1.2262
0.4828,1.2365
0.4845,1.247
0.4862,1.2576
0.4878,1.2679
0.4894,1.2782
0.491,1.2888
0.4925,1.2988
0.494,1.309
0.4955,1.3194
0.497,1.3299
0.4984,1.3399
0.4998,1.35
0.5012,1.3603
0.5026,1.3707
0.504,1.3813
0.5053,1.3913
0.5066,1.4015
0.5079,1.4118
0.5092,1.4222
0.5105,1.4328
0.5118,1.4436
0.513,1.4536
0.5142,1.4638
0.5154,1.4742
0.5166,1.4847
0.5178,1.4954
0.519,1.5062
0.5201,1.5162
0.5212,1.5264
0.5223,1.5367
0.5234,1.5472
0.5245,1.5578
0.5256,1.5685
0.5267,1.5794
0.5277,1.5895
0.5287,1.5997
0.5297,1.61
0.5307,1.6204
0.5317,1.631
0.5327,1.6417
0.5337,1.6525
0.5347,1.6635
0.5356,1.6735
0.5365,1.6837
0.5374,1.694
0.5383,1.7043
0.5392,1.7149
0.5401,1.7255
0.541,1.7363
0.5419,1.7472
0.5428,1.7583
0.5437,1.7692
0.5448,1.7796
0.5459,1.7901
0.547,1.8007
0.5481,1.8115
0.5492,1.8224
0.5502,1.8324
0.5512,1.8425
0.5522,1.8528
0.5532,1.8631
0.5542,1.8736
0.5552,1.8842
0.5562,1.8949
0.5572,1.9057
0.5582,1.9167
0.5591,1.9267
0.56,1.9367
0.5609,1.9469
0.5618,1.9572
0.5627,1.9676
0.5636,1.9781
0.5645,1.9887
0.5654,1.9995
0.5663,2.0103
0.5672,2.0213
0.5681,2.0324
0.569,2.0436
0.5698,2.0537
0.5706,2.0638
0.5714,2.0741
0.5722,2.0845
0.573,2.095
0.5738,2.1056
0.5746,2.1163
0.5754,2.1271
0.5762,2.138
0.577,2.149
0.5778,2.1601
0.5786,2.1714
0.5794,2.1828
0.5801,2.1928
0.5808,2.203
0.5815,2.2132
0.5822,2.2235
0.5829,2.234
0.5836,2.2445
0.5843,2.2551
0.585,2.2659
0.5857,2.2767
0.5864,2.2876
0.5871,2.2987
0.5878,2.3098
0.5885,2.3211
0.5892,2.3325
0.5899,2.3439
0.5906,2.3555
0.5912,2.3656
0.5918,2.3757
0.5924,2.3859
0.593,2.3962
0.5936,2.4065
0.5942,2.417
0.5948,2.4276
0.5954,2.4382
0.596,2.449
0.5966,2.4598
0.5972,2.4708
0.5989,2.4813
0.6006,2.4918
0.6023,2.5024
0.604,2.5131
0.6056,2.5232
0.6072,2.5335
0.6088,2.5438
0.6104,2.5542
0.612,2.5646
0.6136,2.5752
0.6152,2.5859
0.6168,2.5966
0.6183,2.6068
0.6198,2.617
0.6213,2.6273
0.6228,2.6377
0.6243,2.6482
0.6258,2.6587
0.6273,2.6694
0.6288,2.6801
0.6302,2.6902
0.6316,2.7004
0.633,2.7106
0.6344,2.721
0.6358,2.7314
0.6372,2.7418
0.6386,2.7524
0.64,2.7631
0.6414,2.7738
0.6428,2.7846
0.6441,2.7947
0.6454,2.8049
0.6467,2.8152
0.648,2.8255
0.6493,2.8359
0.6506,2.8464
0.6519,2.857
0.6532,2.8676
0.6545,2.8784
0.6558,2.8892
0.6571,2.9001
0.6583,2.9102
0.6595,2.9204
0.6607,2.9307
0.6619,2.941
0.6631,2.9514
0.6643,2.9619
0.6655,2.9725
0.6667,2.9831
0.6679,2.9938
0.6691,3.0046
0.6702,3.0146
0.6714,3.0255
0.6725,3.0357
0.6736,3.0458
0.6747,3.0561
0.6758,3.0664
0.6769,3.0767
