0,0
0.00080016,0.000384
0.0016003,0.00076786
0.0024005,0.0011516
0.0032006,0.0015351
0.0040008,0.0019185
0.004801,0.0023018
0.0056011,0.0026849
0.0064013,0.0030679
0.0072014,0.0034508
0.0080016,0.0038335
0.0088018,0.004216
0.0096019,0.0045984
0.010402,0.0049807
0.011202,0.0053628
0.012002,0.0057448
0.012803,0.0061266
0.013603,0.0065083
0.014403,0.0068899
0.015203,0.0072713
0.016003,0.0076526
0.016803,0.0080338
0.017604,0.0084148
0.018404,0.0087956
0.019204,0.0091764
0.020004,0.009557
0.020804,0.0099374
0.021604,0.010318
0.022404,0.010698
0.023205,0.011078
0.024005,0.011458
0.024805,0.011838
0.025605,0.012217
0.026405,0.012597
0.027205,0.012976
0.028006,0.013355
0.028806,0.013735
0.029606,0.014114
0.030406,0.014492
0.031206,0.014871
0.032006,0.01525
0.032807,0.015628
0.033607,0.016006
0.034407,0.016385
0.035207,0.016763
0.036007,0.017141
0.036807,0.017519
0.037608,0.017896
0.038408,0.018274
0.039208,0.018651
0.040008,0.019028
0.040808,0.019406
0.041608,0.019783
0.042408,0.02016
0.043209,0.020536
0.044009,0.020913
0.044809,0.02129
0.045609,0.021666
0.046409,0.022042
0.047209,0.022419
0.04801,0.022795
0.04881,0.023171
0.04961,0.023546
0.05041,0.023922
0.05121,0.024298
0.05201,0.024673
0.052811,0.025048
0.053611,0.025424
0.054411,0.025799
0.055211,0.026174
0.056011,0.026549
0.056811,0.026923
0.057612,0.027298
0.058412,0.027672
0.059212,0.028047
0.060012,0.028421
0.060812,0.028795
0.061612,0.029169
0.062412,0.029543
0.063213,0.029917
0.064013,0.030291
0.064813,0.030664
0.065613,0.031038
0.066413,0.031411
0.067213,0.031784
0.068014,0.032157
0.068814,0.03253
0.069614,0.032903
0.070414,0.033276
0.071214,0.033649
0.072014,0.034021
0.072815,0.034394
0.073615,0.034766
0.074415,0.035138
0.075215,0.035511
0.076015,0.035883
0.076815,0.036255
0.077616,0.036626
0.078416,0.036998
0.079216,0.03737
0.080016,0.037741
0.080816,0.038112
0.081616,0.038484
0.082416,0.038855
0.083217,0.039226
0.084017,0.039597
0.084817,0.039968
0.085617,0.040339
0.086417,0.040709
0.087217,0.04108
0.088018,0.04145
0.088818,0.04182
0.089618,0.042191
0.090418,0.042561
0.091218,0.042931
0.092018,0.043301
0.092819,0.043671
0.093619,0.04404
0.094419,0.04441
0.095219,0.044779
0.096019,0.045149
0.096819,0.045518
0.09762,0.045887
0.09842,0.046257
0.09922,0.046626
0.10002,0.046995
0.10082,0.047363
0.10162,0.047732
0.10242,0.048101
0.10322,0.048469
0.10402,0.048838
0.10482,0.049206
0.10562,0.049574
0.10642,0.049943
0.10722,0.050311
0.10802,0.050679
0.10882,0.051047
0.10962,0.051414
0.11042,0.051782
0.11122,0.05215
0.11202,0.052517
0.11282,0.052885
0.11362,0.053252
0.11442,0.053619
