0.00000,nan,nan,0.50000,0.00000
0.50000,0.03033,0.05584,0.57549,0.13541
1.00000,0.01657,0.05146,0.68821,0.11849
1.50000,0.05061,0.05989,0.77065,0.20242
2.00000,nan,nan,0.77065,0.00000
2.50000,nan,nan,0.77065,0.00000
3.00000,0.02913,0.05295,0.86766,0.11652
3.50000,0.06340,0.06340,0.94867,0.12679
4.00000,nan,nan,0.94867,0.00000
4.50000,0.06686,0.06686,1.00000,0.13372
5.00000,nan,nan,1.00000,0.00000
5.50000,0.05190,0.06098,1.00000,0.20761
6.00000,0.04152,0.04316,1.00000,0.24910
6.50000,0.05899,0.05899,1.00000,0.11798
7.00000,0.04330,0.04553,1.00000,0.17320
7.50000,nan,nan,1.00000,0.00000
8.00000,0.04755,0.05953,1.00000,0.19022
8.50000,0.04497,0.04497,1.00000,0.08994
9.00000,nan,nan,1.00000,0.00000
9.50000,nan,nan,1.00000,0.00000
10.00000,0.05708,0.06319,1.00000,0.22834
10.50000,0.05699,0.05699,1.00000,0.11397
11.00000,0.05584,0.05584,1.00000,0.12317
11.50000,0.06364,0.06965,1.00000,0.16377
12.00000,0.04679,0.05400,1.00000,0.18716
12.50000,0.03872,0.03872,1.00000,0.07744
13.00000,nan,nan,1.00000,0.00000
13.50000,nan,nan,1.00000,0.00000
14.00000,nan,nan,1.00000,0.00000
14.50000,0.03518,0.03518,1.00000,0.07035
15.00000,0.04777,0.04777,1.00000,0.09554
15.50000,0.03071,0.03071,1.00000,0.06141
16.00000,0.03447,0.03447,1.00000,0.06895
16.50000,0.04923,0.04923,1.00000,0.09845
17.00000,nan,nan,1.00000,0.00000
17.50000,nan,nan,1.00000,0.00000
18.00000,0.04789,0.05291,1.00000,0.19158
18.50000,0.05573,0.05573,1.00000,0.11147
19.00000,nan,nan,1.00000,0.00000
19.50000,0.04200,0.04200,1.00000,0.08401
20.00000,nan,nan,1.00000,0.00000
20.50000,0.05606,0.05606,1.00000,0.11212
21.00000,nan,nan,1.00000,0.00000
21.50000,nan,nan,1.00000,0.00000
22.00000,0.04299,0.04299,1.00000,0.08597
22.50000,nan,nan,1.00000,0.05536
23.00000,0.03982,0.03982,1.00000,0.02428
23.50000,0.04303,0.04845,1.00000,0.17213
24.00000,nan,nan,1.00000,0.00000
24.50000,nan,nan,1.00000,0.00000
25.00000,nan,nan,1.00000,0.00000
25.50000,nan,nan,1.00000,0.00000
26.00000,0.05916,0.05916,1.00000,0.11832
26.50000,0.05890,0.06090,1.00000,0.23561
27.00000,nan,nan,1.00000,0.00000
27.50000,0.05568,0.05568,1.00000,0.11137
28.00000,nan,nan,1.00000,0.00000
28.50000,nan,nan,1.00000,0.00000
29.00000,nan,nan,1.00000,0.00000
29.50000,nan,nan,1.00000,0.00000
30.00000,nan,nan,1.00000,0.00000
30.50000,nan,nan,1.00000,0.00000
31.00000,nan,nan,1.00000,0.00000
31.50000,nan,nan,1.00000,0.00000
32.00000,nan,nan,1.00000,0.00000
32.50000,nan,nan,1.00000,0.01993
33.00000,0.07155,0.07155,1.00000,0.12316
33.50000,nan,nan,1.00000,0.00000
34.00000,nan,nan,1.00000,0.00000
34.50000,nan,nan,1.00000,0.00000
35.00000,nan,nan,1.00000,0.00000
35.50000,nan,nan,1.00000,0.05619
36.00000,0.05261,0.05515,1.00000,0.15423
36.50000,0.04162,0.04162,1.00000,0.08323
37.00000,nan,nan,1.00000,0.00000
37.50000,nan,nan,1.00000,0.00000
38.00000,nan,nan,1.00000,0.00000
38.50000,nan,nan,1.00000,0.00000
39.00000,0.05309,0.05415,1.00000,0.21235
39.50000,nan,nan,1.00000,0.00000
40.00000,nan,nan,1.00000,0.00000
40.50000,nan,nan,1.00000,0.00000
41.00000,0.04232,0.04232,1.00000,0.08463
41.50000,0.04599,0.04599,1.00000,0.09198
42.00000,nan,nan,1.00000,0.00000
42.50000,nan,nan,1.00000,0.00000
43.00000,nan,nan,1.00000,0.00000
43.50000,0.05651,0.05651,1.00000,0.11301
44.00000,nan,nan,1.00000,0.00000
44.50000,nan,nan,1.00000,0.00000
45.00000,nan,nan,1.00000,0.00000
45.50000,nan,nan,1.00000,0.00000
46.00000,0.05341,0.05341,1.00000,0.10681
46.50000,nan,nan,1.00000,0.00000
47.00000,nan,nan,1.00000,0.03487
47.50000,0.05179,0.05179,1.00000,0.06870
48.00000,0.07947,0.07947,1.00000,0.15894
48.50000,0.06199,0.06199,1.00000,0.12399
49.00000,0.03820,0.03820,1.00000,0.07639
49.50000,nan,nan,1.00000,0.00000
50.00000,0.04170,0.04170,1.00000,0.08341
50.50000,nan,nan,1.00000,0.01677
51.00000,0.05892,0.06696,1.00000,0.21893
51.50000,0.04556,0.04556,1.00000,0.09112
52.00000,nan,nan,1.00000,0.00000
52.50000,nan,nan,1.00000,0.00000
53.00000,0.05028,0.05028,1.00000,0.10055
53.50000,0.05148,0.05148,1.00000,0.10297
54.00000,nan,nan,1.00000,0.00000
54.50000,nan,nan,1.00000,0.00000
55.00000,nan,nan,1.00000,0.00000
55.50000,nan,nan,1.00000,0.00000
56.00000,0.04769,0.04769,1.00000,0.10342
56.50000,0.04512,0.04512,1.00000,0.08219
57.00000,nan,nan,1.00000,0.00000
57.50000,nan,nan,1.00000,0.00000
58.00000,nan,nan,1.00000,0.00000
58.50000,nan,nan,1.00000,0.00000
59.00000,0.05052,0.05857,1.00000,0.20206
59.50000,nan,nan,1.00000,0.00000
60.00000,0.05636,0.05691,1.00000,0.19162
60.50000,nan,nan,1.00000,0.00000
61.00000,nan,nan,1.00000,0.00000
61.50000,nan,nan,1.00000,0.00000
62.00000,nan,nan,1.00000,0.00000
62.50000,nan,nan,1.00000,0.00000
63.00000,0.03347,0.03656,1.00000,0.13390
63.50000,nan,nan,1.00000,0.00000
64.00000,nan,nan,1.00000,0.00000
64.50000,0.03584,0.03584,1.00000,0.07167
65.00000,nan,nan,1.00000,0.00000
65.50000,0.04923,0.04923,1.00000,0.09846
66.00000,0.04768,0.04768,1.00000,0.09537
66.50000,0.04601,0.04601,1.00000,0.09202
67.00000,0.06254,0.08002,1.00000,0.26640
67.50000,0.04107,0.04107,1.00000,0.06590
68.00000,nan,nan,1.00000,0.00000
68.50000,nan,nan,1.00000,0.00000
69.00000,nan,nan,1.00000,0.00000
69.50000,nan,nan,1.00000,0.00000
70.00000,0.05164,0.05164,1.00000,0.10328
70.50000,nan,nan,1.00000,0.00000
71.00000,0.05148,0.06189,1.00000,0.20591
71.50000,0.04960,0.04960,1.00000,0.09920
72.00000,0.04382,0.04382,1.00000,0.08764
72.50000,0.04554,0.05201,1.00000,0.18215
73.00000,nan,nan,1.00000,0.07161
73.50000,0.05531,0.05531,1.00000,0.03900
74.00000,nan,nan,1.00000,0.00000
74.50000,nan,nan,1.00000,0.00000
75.00000,0.05325,0.06438,1.00000,0.31949
75.50000,nan,nan,1.00000,0.00000
76.00000,0.04873,0.04873,1.00000,0.09747
76.50000,0.03882,0.03882,1.00000,0.07763
77.00000,nan,nan,1.00000,0.00000
77.50000,nan,nan,1.00000,0.00000
78.00000,nan,nan,1.00000,0.00000
78.50000,0.05961,0.05961,1.00000,0.11922
79.00000,nan,nan,1.00000,0.00000
79.50000,nan,nan,1.00000,0.00000
80.00000,0.08126,0.08137,1.00000,0.22275
80.50000,0.04740,0.04740,1.00000,0.09481
81.00000,0.06396,0.06396,1.00000,0.15557
81.50000,0.03914,0.03914,1.00000,0.08725
82.00000,0.05311,0.05387,1.00000,0.17580
82.50000,0.04113,0.04113,1.00000,0.08225
83.00000,nan,nan,1.00000,0.00888
83.50000,0.05683,0.05877,1.00000,0.21844
84.00000,nan,nan,1.00000,0.00000
84.50000,0.06258,0.06258,1.00000,0.12515
85.00000,nan,nan,1.00000,0.00000
85.50000,nan,nan,1.00000,0.00000
86.00000,0.05413,0.06156,1.00000,0.21650
86.50000,nan,nan,1.00000,0.00000
87.00000,0.03036,0.03036,1.00000,0.06072
87.50000,nan,nan,1.00000,0.00000
88.00000,0.04384,0.04635,1.00000,0.17537
88.50000,0.04112,0.04112,1.00000,0.08225
89.00000,nan,nan,1.00000,0.00000
89.50000,nan,nan,1.00000,0.00000
90.00000,0.05995,0.05995,1.00000,0.11989
90.50000,nan,nan,1.00000,0.00000
91.00000,nan,nan,1.00000,0.00000
91.50000,0.04243,0.04243,1.00000,0.08487
92.00000,nan,nan,1.00000,0.00000
92.50000,nan,nan,1.00000,0.00000
93.00000,0.06386,0.06386,1.00000,0.12771
93.50000,nan,nan,1.00000,0.00000
94.00000,0.06232,0.07082,1.00000,0.39695
94.50000,nan,nan,1.00000,0.00000
95.00000,0.03572,0.03985,1.00000,0.14289
95.50000,nan,nan,1.00000,0.00000
96.00000,nan,nan,1.00000,0.00000
96.50000,nan,nan,1.00000,0.00000
97.00000,0.03297,0.03297,1.00000,0.06593
97.50000,nan,nan,1.00000,0.00000
98.00000,0.05766,0.05766,1.00000,0.11532
98.50000,0.04150,0.04405,1.00000,0.16598
99.00000,0.04971,0.04971,1.00000,0.09943
99.50000,0.03698,0.03698,1.00000,0.07396
100.00000,0.04457,0.05358,1.00000,0.17830
100.50000,0.04617,0.04617,1.00000,0.09234
101.00000,nan,nan,1.00000,0.00000
101.50000,nan,nan,1.00000,0.00000
102.00000,0.02935,0.02935,1.00000,0.05870
102.50000,nan,nan,1.00000,0.00000
103.00000,nan,nan,1.00000,0.00000
103.50000,nan,nan,1.00000,0.00000
104.00000,nan,nan,1.00000,0.00000
104.50000,0.05468,0.05468,1.00000,0.10935
105.00000,nan,nan,1.00000,0.00000
105.50000,nan,nan,1.00000,0.00000
106.00000,0.05613,0.05613,1.00000,0.11226
106.50000,0.04950,0.04950,1.00000,0.09899
107.00000,0.07420,0.08072,1.00000,0.23536
107.50000,nan,nan,1.00000,0.00000
108.00000,nan,nan,1.00000,0.00000
108.50000,0.04989,0.04989,1.00000,0.09979
109.00000,0.05259,0.05599,1.00000,0.21036
109.50000,nan,nan,1.00000,0.00000
110.00000,nan,nan,1.00000,0.00000
110.50000,0.05653,0.05653,1.00000,0.11306
111.00000,0.05185,0.05185,1.00000,0.10370
111.50000,0.05036,0.05036,1.00000,0.10072
112.00000,0.04098,0.05062,1.00000,0.16392
112.50000,0.05104,0.06205,1.00000,0.30623
113.00000,nan,nan,1.00000,0.06732
113.50000,0.05516,0.05516,1.00000,0.04300
114.00000,0.03950,0.03950,1.00000,0.10052
114.50000,0.03984,0.03984,1.00000,0.05816
115.00000,0.03773,0.03773,1.00000,0.07547
115.50000,0.05720,0.05720,1.00000,0.11439
